opbranch,route_code,route_short_name,route_long_name,route_type,route_color,route_text_color
8,953A,953,Craigieburn - Broadmeadows,3,FF8200,FFFFFF
8,955,955,Mernda - City,3,FF8200,FFFFFF
8,955A,955,Mernda - City,3,FF8200,FFFFFF
8,961,961,Doncaster - City,3,FF8200,FFFFFF
8,961A,961,Doncaster - City,3,FF8200,FFFFFF
8,961B,961,Doncaster - City,3,FF8200,FFFFFF
8,963,963,Lilydale - Ringwood,3,FF8200,FFFFFF
8,963A,963,Lilydale - Ringwood,3,FF8200,FFFFFF
8,964,964,Lilydale - Croydon,3,FF8200,FFFFFF
8,964A,964,Lilydale - Croydon,3,FF8200,FFFFFF
8,965,965,Healesville - Healesville,3,FF8200,FFFFFF
8,965A,965,Healesville - Healesville,3,FF8200,FFFFFF
8,967,967,Bayswater - Glen Waverley,3,FF8200,FFFFFF
8,967A,967,Bayswater - Glen Waverley,3,FF8200,FFFFFF
8,970A,970,Rosebud - Carrum,3,FF8200,FFFFFF
8,978A,978,Dandenong - Elsternwick Station,3,FF8200,FFFFFF
8,981A,981,Cranbourne - Dandenong,3,FF8200,FFFFFF
8,982A,982,Cranbourne - Dandenong,3,FF8200,FFFFFF
